State_Name,District_Name,Crop_Year,Season,Crop,Area,Production
Uttar Pradesh,AGRA,1997,Kharif     ,Arhar/Tur,6538,9664
Uttar Pradesh,AGRA,1997,Kharif     ,Bajra,99898,147994
Uttar Pradesh,AGRA,1997,Kharif     ,Groundnut,27,22
Uttar Pradesh,AGRA,1997,Kharif     ,Jowar,725,406
Uttar Pradesh,AGRA,1997,Kharif     ,Maize,138,316
Uttar Pradesh,AGRA,1997,Kharif     ,Moong(Green Gram),97,28
Uttar Pradesh,AGRA,1997,Kharif     ,Moth,15,8
Uttar Pradesh,AGRA,1997,Kharif     ,Oilseeds total,98911,58881
Uttar Pradesh,AGRA,1997,Kharif     ,Onion,110,1088
Uttar Pradesh,AGRA,1997,Kharif     ,Rice,935,2073
Uttar Pradesh,AGRA,1997,Kharif     ,Sesamum,1784,416
Uttar Pradesh,AGRA,1997,Kharif     ,Soyabean,4,4
Uttar Pradesh,AGRA,1997,Kharif     ,Total foodgrain,258075,602076
Uttar Pradesh,AGRA,1997,Kharif     ,Urad,651,345
Uttar Pradesh,AGRA,1997,Rabi       ,Barley,10865,35423
Uttar Pradesh,AGRA,1997,Rabi       ,Gram,11744,11816
Uttar Pradesh,AGRA,1997,Rabi       ,Masoor,834,706
Uttar Pradesh,AGRA,1997,Rabi       ,Peas & beans (Pulses),1210,1936
Uttar Pradesh,AGRA,1997,Rabi       ,Rapeseed &Mustard,96995,58352
Uttar Pradesh,AGRA,1997,Rabi       ,Sunflower,97,84
Uttar Pradesh,AGRA,1997,Rabi       ,Wheat,123600,391030
Uttar Pradesh,AGRA,1997,Summer     ,Maize,33,52
Uttar Pradesh,AGRA,1997,Summer     ,Moong(Green Gram),770,269
Uttar Pradesh,AGRA,1997,Summer     ,Urad,22,10
Uttar Pradesh,AGRA,1997,Whole Year ,Potato,14430,397344
Uttar Pradesh,AGRA,1997,Whole Year ,Sugarcane,587,22381
Uttar Pradesh,AGRA,1998,Kharif     ,Arhar/Tur,5273,11438
Uttar Pradesh,AGRA,1998,Kharif     ,Bajra,98533,146550
Uttar Pradesh,AGRA,1998,Kharif     ,Cotton(lint),238,22
Uttar Pradesh,AGRA,1998,Kharif     ,Groundnut,20,16
Uttar Pradesh,AGRA,1998,Kharif     ,Jowar,1179,431
Uttar Pradesh,AGRA,1998,Kharif     ,Maize,184,152
Uttar Pradesh,AGRA,1998,Kharif     ,Moong(Green Gram),122,27
Uttar Pradesh,AGRA,1998,Kharif     ,Moth,17,7
Uttar Pradesh,AGRA,1998,Kharif     ,Rice,1536,3478
Uttar Pradesh,AGRA,1998,Kharif     ,Sesamum,1955,356
Uttar Pradesh,AGRA,1998,Kharif     ,Soyabean,4,2
Uttar Pradesh,AGRA,1998,Kharif     ,Urad,703,188
Uttar Pradesh,AGRA,1998,Rabi       ,Barley,11435,37664
Uttar Pradesh,AGRA,1998,Rabi       ,Castor seed,2,1
Uttar Pradesh,AGRA,1998,Rabi       ,Gram,13801,19870
Uttar Pradesh,AGRA,1998,Rabi       ,Linseed,7,3
Uttar Pradesh,AGRA,1998,Rabi       ,Masoor,1600,1160
Uttar Pradesh,AGRA,1998,Rabi       ,Peas & beans (Pulses),2083,2850
Uttar Pradesh,AGRA,1998,Rabi       ,Rapeseed &Mustard,77972,94774
Uttar Pradesh,AGRA,1998,Rabi       ,Sunflower,48,60
Uttar Pradesh,AGRA,1998,Rabi       ,Wheat,131032,477808
Uttar Pradesh,AGRA,1998,Summer     ,Maize,16,16
Uttar Pradesh,AGRA,1998,Summer     ,Moong(Green Gram),469,231
Uttar Pradesh,AGRA,1998,Summer     ,Urad,26,13
Uttar Pradesh,AGRA,1998,Whole Year ,Onion,164,1980
Uttar Pradesh,AGRA,1998,Whole Year ,Potato,18971,651919
Uttar Pradesh,AGRA,1998,Whole Year ,Sannhamp,4,1
Uttar Pradesh,AGRA,1998,Whole Year ,Sugarcane,544,29053
Uttar Pradesh,AGRA,1999,Kharif     ,Arhar/Tur,5089,9621
Uttar Pradesh,AGRA,1999,Kharif     ,Bajra,101129,171623
Uttar Pradesh,AGRA,1999,Kharif     ,Castor seed,5,3
Uttar Pradesh,AGRA,1999,Kharif     ,Cotton(lint),151,94
Uttar Pradesh,AGRA,1999,Kharif     ,Groundnut,9,7
Uttar Pradesh,AGRA,1999,Kharif     ,Jowar,1242,979
Uttar Pradesh,AGRA,1999,Kharif     ,Jute,6,5
Uttar Pradesh,AGRA,1999,Kharif     ,Maize,191,272
Uttar Pradesh,AGRA,1999,Kharif     ,Moong(Green Gram),152,43
Uttar Pradesh,AGRA,1999,Kharif     ,Rice,2142,3781
Uttar Pradesh,AGRA,1999,Kharif     ,Soyabean,3,2
Uttar Pradesh,AGRA,1999,Kharif     ,Sunflower,8,7
Uttar Pradesh,AGRA,1999,Kharif     ,Urad,500,208
Uttar Pradesh,AGRA,1999,Rabi       ,Barley,10037,32692
Uttar Pradesh,AGRA,1999,Rabi       ,Gram,9891,12547
Uttar Pradesh,AGRA,1999,Rabi       ,Linseed,6,3
Uttar Pradesh,AGRA,1999,Rabi       ,Maize,28,40
Uttar Pradesh,AGRA,1999,Rabi       ,Rapeseed &Mustard,76355,111507
Uttar Pradesh,AGRA,1999,Rabi       ,Wheat,136395,529651
Uttar Pradesh,AGRA,1999,Summer     ,Moong(Green Gram),239,98
Uttar Pradesh,AGRA,1999,Summer     ,Urad,9,5
Uttar Pradesh,AGRA,1999,Whole Year ,Moth,11,5
Uttar Pradesh,AGRA,1999,Whole Year ,Onion,108,1548
Uttar Pradesh,AGRA,1999,Whole Year ,Peas & beans (Pulses),824,1683
Uttar Pradesh,AGRA,1999,Whole Year ,Potato,23328,697507
Uttar Pradesh,AGRA,1999,Whole Year ,Sugarcane,444,24385
Uttar Pradesh,AGRA,2000,Kharif     ,Arhar/Tur,5067,8166
Uttar Pradesh,AGRA,2000,Kharif     ,Bajra,103220,145099
Uttar Pradesh,AGRA,2000,Kharif     ,Cotton(lint),213,165
Uttar Pradesh,AGRA,2000,Kharif     ,Groundnut,7,6
Uttar Pradesh,AGRA,2000,Kharif     ,Jowar,1242,1018
Uttar Pradesh,AGRA,2000,Kharif     ,Maize,201,400
Uttar Pradesh,AGRA,2000,Kharif     ,Moong(Green Gram),86,26
Uttar Pradesh,AGRA,2000,Kharif     ,Moth,5,2
Uttar Pradesh,AGRA,2000,Kharif     ,Rice,1322,2502
Uttar Pradesh,AGRA,2000,Kharif     ,Sesamum,1682,390
Uttar Pradesh,AGRA,2000,Kharif     ,Soyabean,1,1
Uttar Pradesh,AGRA,2000,Kharif     ,Urad,642,267
Uttar Pradesh,AGRA,2000,Rabi       ,Barley,10826,29789
Uttar Pradesh,AGRA,2000,Rabi       ,Gram,10054,11612
Uttar Pradesh,AGRA,2000,Rabi       ,Linseed,1,1
Uttar Pradesh,AGRA,2000,Rabi       ,Maize,17,28
Uttar Pradesh,AGRA,2000,Rabi       ,Masoor,1420,1153
Uttar Pradesh,AGRA,2000,Rabi       ,Moong(Green Gram),223,60
Uttar Pradesh,AGRA,2000,Rabi       ,Peas & beans (Pulses),937,1787
Uttar Pradesh,AGRA,2000,Rabi       ,Rapeseed &Mustard,76862,110533
Uttar Pradesh,AGRA,2000,Rabi       ,Urad,3,1
Uttar Pradesh,AGRA,2000,Rabi       ,Wheat,137775,420786
Uttar Pradesh,AGRA,2000,Whole Year ,Potato,18662,569023
Uttar Pradesh,AGRA,2000,Whole Year ,Sugarcane,623,27856
Uttar Pradesh,AGRA,2001,Kharif     ,Arhar/Tur,4616,7615
Uttar Pradesh,AGRA,2001,Kharif     ,Bajra,107560,120855
Uttar Pradesh,AGRA,2001,Kharif     ,Cotton(lint),111,94
Uttar Pradesh,AGRA,2001,Kharif     ,Groundnut,6,5
Uttar Pradesh,AGRA,2001,Kharif     ,Jowar,1062,823
Uttar Pradesh,AGRA,2001,Kharif     ,Maize,189,368
Uttar Pradesh,AGRA,2001,Kharif     ,Moong(Green Gram),65,18
Uttar Pradesh,AGRA,2001,Kharif     ,Moth,8,3
Uttar Pradesh,AGRA,2001,Kharif     ,Rice,1318,2476
Uttar Pradesh,AGRA,2001,Kharif     ,Sesamum,1645,477
Uttar Pradesh,AGRA,2001,Kharif     ,Sunflower,10,11
Uttar Pradesh,AGRA,2001,Kharif     ,Urad,506,206
Uttar Pradesh,AGRA,2001,Rabi       ,Barley,10274,30727
Uttar Pradesh,AGRA,2001,Rabi       ,Gram,9968,11703
Uttar Pradesh,AGRA,2001,Rabi       ,Linseed,1,0.1
Uttar Pradesh,AGRA,2001,Rabi       ,Maize,9,15
Uttar Pradesh,AGRA,2001,Rabi       ,Masoor,949,758
Uttar Pradesh,AGRA,2001,Rabi       ,Moong(Green Gram),122,34
Uttar Pradesh,AGRA,2001,Rabi       ,Peas & beans (Pulses),513,912
Uttar Pradesh,AGRA,2001,Rabi       ,Rapeseed &Mustard,79631,105039
Uttar Pradesh,AGRA,2001,Rabi       ,Urad,21,6
Uttar Pradesh,AGRA,2001,Rabi       ,Wheat,133214,407041
Uttar Pradesh,AGRA,2001,Whole Year ,Potato,24047,848426
Uttar Pradesh,AGRA,2001,Whole Year ,Sugarcane,327,17142
Uttar Pradesh,AGRA,2002,Kharif     ,Bajra,97178,154781
Uttar Pradesh,AGRA,2002,Kharif     ,Cotton(lint),212,171
Uttar Pradesh,AGRA,2002,Kharif     ,Jowar,672,667
Uttar Pradesh,AGRA,2002,Kharif     ,Maize,435,513
Uttar Pradesh,AGRA,2002,Kharif     ,Moong(Green Gram),59,17
Uttar Pradesh,AGRA,2002,Kharif     ,Moth,4,2
Uttar Pradesh,AGRA,2002,Kharif     ,Rice,1134,1900
Uttar Pradesh,AGRA,2002,Kharif     ,Sesamum,959,155
Uttar Pradesh,AGRA,2002,Kharif     ,Sunflower,1,1
Uttar Pradesh,AGRA,2002,Kharif     ,Urad,357,143
Uttar Pradesh,AGRA,2002,Rabi       ,Barley,10076,31122
Uttar Pradesh,AGRA,2002,Rabi       ,Gram,7116,7447
Uttar Pradesh,AGRA,2002,Rabi       ,Linseed,6,3
Uttar Pradesh,AGRA,2002,Rabi       ,Maize,4,4
Uttar Pradesh,AGRA,2002,Rabi       ,Masoor,601,586
Uttar Pradesh,AGRA,2002,Rabi       ,Onion,38,392
Uttar Pradesh,AGRA,2002,Rabi       ,Peas & beans (Pulses),383,638
Uttar Pradesh,AGRA,2002,Rabi       ,Rapeseed &Mustard,76315,90695
Uttar Pradesh,AGRA,2002,Rabi       ,Wheat,129806,428284
Uttar Pradesh,AGRA,2002,Summer     ,Moong(Green Gram),74,35
Uttar Pradesh,AGRA,2002,Summer     ,Onion,25,279
Uttar Pradesh,AGRA,2002,Summer     ,Urad,4,2
Uttar Pradesh,AGRA,2002,Whole Year ,Potato,30767,905596
Uttar Pradesh,AGRA,2002,Whole Year ,Sannhamp,1,
Uttar Pradesh,AGRA,2002,Whole Year ,Sugarcane,263,14309
Uttar Pradesh,AGRA,2003,Kharif     ,Arhar/Tur,3170,5461
Uttar Pradesh,AGRA,2003,Kharif     ,Bajra,105629,150139
Uttar Pradesh,AGRA,2003,Kharif     ,Groundnut,1,1
Uttar Pradesh,AGRA,2003,Kharif     ,Jowar,645,573
Uttar Pradesh,AGRA,2003,Kharif     ,Maize,103,178
Uttar Pradesh,AGRA,2003,Kharif     ,Moong(Green Gram),72,17
Uttar Pradesh,AGRA,2003,Kharif     ,Moth,2,1
Uttar Pradesh,AGRA,2003,Kharif     ,Rice,824,1436
Uttar Pradesh,AGRA,2003,Kharif     ,Sesamum,929,121
Uttar Pradesh,AGRA,2003,Kharif     ,Sunflower,2,3
Uttar Pradesh,AGRA,2003,Kharif     ,Urad,335,79
Uttar Pradesh,AGRA,2003,Rabi       ,Barley,10480,28833
Uttar Pradesh,AGRA,2003,Rabi       ,Gram,6482,8458
Uttar Pradesh,AGRA,2003,Rabi       ,Linseed,1,1
Uttar Pradesh,AGRA,2003,Rabi       ,Masoor,530,479
Uttar Pradesh,AGRA,2003,Rabi       ,Onion,45,646
Uttar Pradesh,AGRA,2003,Rabi       ,Peas & beans (Pulses),361,733
Uttar Pradesh,AGRA,2003,Rabi       ,Rapeseed &Mustard,77739,108201
Uttar Pradesh,AGRA,2003,Rabi       ,Wheat,130473,424924
Uttar Pradesh,AGRA,2003,Summer     ,Maize,19,26
Uttar Pradesh,AGRA,2003,Summer     ,Moong(Green Gram),63,25
Uttar Pradesh,AGRA,2003,Summer     ,Onion,24,237
Uttar Pradesh,AGRA,2003,Summer     ,Urad,13,7
Uttar Pradesh,AGRA,2003,Whole Year ,Potato,31737,790473
Uttar Pradesh,AGRA,2003,Whole Year ,Sugarcane,194,10034
Uttar Pradesh,AGRA,2004,Kharif     ,Bajra,99841,195144
Uttar Pradesh,AGRA,2004,Kharif     ,Cotton(lint),240,35
Uttar Pradesh,AGRA,2004,Kharif     ,Groundnut,3,2
Uttar Pradesh,AGRA,2004,Kharif     ,Jowar,4289,3237
Uttar Pradesh,AGRA,2004,Kharif     ,Maize,143,295
Uttar Pradesh,AGRA,2004,Kharif     ,Rice,1097,2575
Uttar Pradesh,AGRA,2004,Kharif     ,Sannhamp,32,9
Uttar Pradesh,AGRA,2004,Kharif     ,Sesamum,968,155
Uttar Pradesh,AGRA,2004,Kharif     ,Sugarcane,230,11424
Uttar Pradesh,AGRA,2004,Rabi       ,Barley,8593,21530
Uttar Pradesh,AGRA,2004,Rabi       ,Gram,6226,7687
Uttar Pradesh,AGRA,2004,Rabi       ,Potato,31616,880000
Uttar Pradesh,AGRA,2004,Rabi       ,Rapeseed &Mustard,88236,108573
Uttar Pradesh,AGRA,2004,Rabi       ,Turmeric,1,1
Uttar Pradesh,AGRA,2004,Rabi       ,Wheat,124278,401871
Uttar Pradesh,AGRA,2004,Summer     ,Sunflower,1,2
Uttar Pradesh,AGRA,2004,Whole Year ,Dry chillies,109,102
Uttar Pradesh,AGRA,2004,Whole Year ,Garlic,33,143
Uttar Pradesh,AGRA,2004,Whole Year ,Guar seed,192,163
Uttar Pradesh,AGRA,2004,Whole Year ,Onion,61,702
Uttar Pradesh,AGRA,2004,Whole Year ,Sweet potato,96,1116
Uttar Pradesh,AGRA,2005,Kharif     ,Bajra,93316,130728
Uttar Pradesh,AGRA,2005,Kharif     ,Cotton(lint),413,84
Uttar Pradesh,AGRA,2005,Kharif     ,Jowar,581,548
Uttar Pradesh,AGRA,2005,Kharif     ,Maize,74,133
Uttar Pradesh,AGRA,2005,Kharif     ,Rice,1021,2314
Uttar Pradesh,AGRA,2005,Kharif     ,Sesamum,1097,195
Uttar Pradesh,AGRA,2005,Kharif     ,Sugarcane,231,11638
Uttar Pradesh,AGRA,2005,Rabi       ,Barley,6937,20849
Uttar Pradesh,AGRA,2005,Rabi       ,Gram,2101,2279
Uttar Pradesh,AGRA,2005,Rabi       ,Potato,39800,983936
Uttar Pradesh,AGRA,2005,Rabi       ,Rapeseed &Mustard,77734,112092
Uttar Pradesh,AGRA,2005,Rabi       ,Wheat,128432,425073
Uttar Pradesh,AGRA,2005,Summer     ,Sunflower,2,2
Uttar Pradesh,AGRA,2005,Whole Year ,Coriander,102,58
Uttar Pradesh,AGRA,2005,Whole Year ,Dry chillies,105,96
Uttar Pradesh,AGRA,2005,Whole Year ,Garlic,12,52
Uttar Pradesh,AGRA,2005,Whole Year ,Guar seed,189,153
Uttar Pradesh,AGRA,2005,Whole Year ,Onion,146,1873
Uttar Pradesh,AGRA,2005,Whole Year ,Sweet potato,115,1504
Uttar Pradesh,AGRA,2006,Kharif     ,Arhar/Tur,2567,1363
Uttar Pradesh,AGRA,2006,Kharif     ,Bajra,100918,139647
Uttar Pradesh,AGRA,2006,Kharif     ,Cotton(lint),60,13
Uttar Pradesh,AGRA,2006,Kharif     ,Dry ginger,1,3
Uttar Pradesh,AGRA,2006,Kharif     ,Jowar,3380,3844
Uttar Pradesh,AGRA,2006,Kharif     ,Maize,143,260
Uttar Pradesh,AGRA,2006,Kharif     ,Other Kharif pulses,382,198
Uttar Pradesh,AGRA,2006,Kharif     ,Rice,1086,2056
Uttar Pradesh,AGRA,2006,Kharif     ,Sesamum,111,19
Uttar Pradesh,AGRA,2006,Kharif     ,Sugarcane,178,9585
Uttar Pradesh,AGRA,2006,Kharif     ,Sweet potato,61,833
Uttar Pradesh,AGRA,2006,Rabi       ,Barley,8592,20720
Uttar Pradesh,AGRA,2006,Rabi       ,Garlic,26,114
Uttar Pradesh,AGRA,2006,Rabi       ,Gram,6227,5178
Uttar Pradesh,AGRA,2006,Rabi       ,Masoor,1587,1436
Uttar Pradesh,AGRA,2006,Rabi       ,Onion,21,403
Uttar Pradesh,AGRA,2006,Rabi       ,Other  Rabi pulses,212,205
Uttar Pradesh,AGRA,2006,Rabi       ,Potato,37453,871082
Uttar Pradesh,AGRA,2006,Rabi       ,Rapeseed &Mustard,71073,89449
Uttar Pradesh,AGRA,2006,Rabi       ,Turmeric,1,3
Uttar Pradesh,AGRA,2006,Rabi       ,Wheat,124278,344240
Uttar Pradesh,AGRA,2006,Summer     ,Maize,5,6
Uttar Pradesh,AGRA,2006,Summer     ,Onion,45,524
Uttar Pradesh,AGRA,2006,Whole Year ,Coriander,65,34
Uttar Pradesh,AGRA,2006,Whole Year ,Dry chillies,100,95
Uttar Pradesh,AGRA,2006,Whole Year ,Guar seed,185,155
Uttar Pradesh,AGRA,2007,Kharif     ,Arhar/Tur,1289,1451
Uttar Pradesh,AGRA,2007,Kharif     ,Bajra,90360,113188
Uttar Pradesh,AGRA,2007,Kharif     ,Cotton(lint),450,123
Uttar Pradesh,AGRA,2007,Kharif     ,Dry chillies,57,55
Uttar Pradesh,AGRA,2007,Kharif     ,Guar seed,187,157
Uttar Pradesh,AGRA,2007,Kharif     ,Jowar,108,67
Uttar Pradesh,AGRA,2007,Kharif     ,Maize,100,227
Uttar Pradesh,AGRA,2007,Kharif     ,Moong(Green Gram),56,11
Uttar Pradesh,AGRA,2007,Kharif     ,Rice,1395,2763
Uttar Pradesh,AGRA,2007,Kharif     ,Sesamum,1369,211
Uttar Pradesh,AGRA,2007,Kharif     ,Sugarcane,247,12975
Uttar Pradesh,AGRA,2007,Kharif     ,Sweet potato,155,2087
Uttar Pradesh,AGRA,2007,Kharif     ,Urad,266,116
Uttar Pradesh,AGRA,2007,Rabi       ,Barley,7213,19141
Uttar Pradesh,AGRA,2007,Rabi       ,Coriander,69,40
Uttar Pradesh,AGRA,2007,Rabi       ,Gram,1657,2254
Uttar Pradesh,AGRA,2007,Rabi       ,Masoor,1098,796
Uttar Pradesh,AGRA,2007,Rabi       ,Onion,53,741
Uttar Pradesh,AGRA,2007,Rabi       ,Other  Rabi pulses,281,264
Uttar Pradesh,AGRA,2007,Rabi       ,Potato,38149,960058
Uttar Pradesh,AGRA,2007,Rabi       ,Rapeseed &Mustard,78914,110654
Uttar Pradesh,AGRA,2007,Rabi       ,Wheat,136334,429989
Uttar Pradesh,AGRA,2007,Summer     ,Maize,20,29
Uttar Pradesh,AGRA,2007,Summer     ,Moong(Green Gram),57,43
Uttar Pradesh,AGRA,2007,Summer     ,Onion,27,444
Uttar Pradesh,AGRA,2007,Summer     ,Sunflower,18,51
Uttar Pradesh,AGRA,2007,Summer     ,Urad,2,1
Uttar Pradesh,AGRA,2008,Kharif     ,Arhar/Tur,1135,889
Uttar Pradesh,AGRA,2008,Kharif     ,Bajra,102227,160619
Uttar Pradesh,AGRA,2008,Kharif     ,Cotton(lint),29,6
Uttar Pradesh,AGRA,2008,Kharif     ,Dry chillies,79,79
Uttar Pradesh,AGRA,2008,Kharif     ,Groundnut,4,3
Uttar Pradesh,AGRA,2008,Kharif     ,Guar seed,188,158
Uttar Pradesh,AGRA,2008,Kharif     ,Jowar,182,180
Uttar Pradesh,AGRA,2008,Kharif     ,Maize,68,159
Uttar Pradesh,AGRA,2008,Kharif     ,Moong(Green Gram),56,20
Uttar Pradesh,AGRA,2008,Kharif     ,Rice,4176,9183
Uttar Pradesh,AGRA,2008,Kharif     ,Sannhamp,161,51
Uttar Pradesh,AGRA,2008,Kharif     ,Sesamum,614,101
Uttar Pradesh,AGRA,2008,Kharif     ,Sugarcane,172,8797
Uttar Pradesh,AGRA,2008,Kharif     ,Sweet potato,105,1290
Uttar Pradesh,AGRA,2008,Kharif     ,Urad,258,139
Uttar Pradesh,AGRA,2008,Rabi       ,Barley,6699,19779
Uttar Pradesh,AGRA,2008,Rabi       ,Coriander,74,44
Uttar Pradesh,AGRA,2008,Rabi       ,Garlic,36,212
Uttar Pradesh,AGRA,2008,Rabi       ,Gram,782,787
Uttar Pradesh,AGRA,2008,Rabi       ,Masoor,353,311
Uttar Pradesh,AGRA,2008,Rabi       ,Onion,71,832
Uttar Pradesh,AGRA,2008,Rabi       ,Peas & beans (Pulses),78,94
Uttar Pradesh,AGRA,2008,Rabi       ,Potato,51772,1249310
Uttar Pradesh,AGRA,2008,Rabi       ,Rapeseed &Mustard,66487,104392
Uttar Pradesh,AGRA,2008,Rabi       ,Wheat,131947,434501
Uttar Pradesh,AGRA,2008,Summer     ,Maize,118,176
Uttar Pradesh,AGRA,2008,Summer     ,Moong(Green Gram),51,29
Uttar Pradesh,AGRA,2008,Summer     ,Rice,27,59
Uttar Pradesh,AGRA,2008,Summer     ,Urad,3,3
Uttar Pradesh,AGRA,2009,Kharif     ,Arhar/Tur,858,569
Uttar Pradesh,AGRA,2009,Kharif     ,Bajra,105576,166055
Uttar Pradesh,AGRA,2009,Kharif     ,Cotton(lint),329,55
Uttar Pradesh,AGRA,2009,Kharif     ,Dry chillies,90,79
Uttar Pradesh,AGRA,2009,Kharif     ,Groundnut,8,5
Uttar Pradesh,AGRA,2009,Kharif     ,Guar seed,188,157
Uttar Pradesh,AGRA,2009,Kharif     ,Jowar,240,229
Uttar Pradesh,AGRA,2009,Kharif     ,Maize,40,74
Uttar Pradesh,AGRA,2009,Kharif     ,Moong(Green Gram),69,10
Uttar Pradesh,AGRA,2009,Kharif     ,Rice,4816,8467
Uttar Pradesh,AGRA,2009,Kharif     ,Sannhamp,108,20
Uttar Pradesh,AGRA,2009,Kharif     ,Sesamum,3824,398
Uttar Pradesh,AGRA,2009,Kharif     ,Sugarcane,388,16763
Uttar Pradesh,AGRA,2009,Kharif     ,Sweet potato,106,1442
Uttar Pradesh,AGRA,2009,Kharif     ,Urad,228,87
Uttar Pradesh,AGRA,2009,Rabi       ,Barley,6502,19489
Uttar Pradesh,AGRA,2009,Rabi       ,Coriander,54,30
Uttar Pradesh,AGRA,2009,Rabi       ,Garlic,26,139
Uttar Pradesh,AGRA,2009,Rabi       ,Gram,1594,1318
Uttar Pradesh,AGRA,2009,Rabi       ,Masoor,463,372
Uttar Pradesh,AGRA,2009,Rabi       ,Onion,92,1580
Uttar Pradesh,AGRA,2009,Rabi       ,Peas & beans (Pulses),149,191
Uttar Pradesh,AGRA,2009,Rabi       ,Potato,55230,1388096
Uttar Pradesh,AGRA,2009,Rabi       ,Rapeseed &Mustard,59168,85069
Uttar Pradesh,AGRA,2009,Rabi       ,Wheat,138121,439639
Uttar Pradesh,AGRA,2009,Summer     ,Maize,81,118
Uttar Pradesh,AGRA,2009,Summer     ,Moong(Green Gram),161,141
Uttar Pradesh,AGRA,2009,Summer     ,Onion,25,350
Uttar Pradesh,AGRA,2009,Summer     ,Rice,35,62
Uttar Pradesh,AGRA,2009,Summer     ,Urad,1,1
Uttar Pradesh,AGRA,2010,Kharif     ,Arhar/Tur,974,666
Uttar Pradesh,AGRA,2010,Kharif     ,Bajra,121219,214773
Uttar Pradesh,AGRA,2010,Kharif     ,Cotton(lint),278,50
Uttar Pradesh,AGRA,2010,Kharif     ,Dry chillies,348,304
Uttar Pradesh,AGRA,2010,Kharif     ,Groundnut,3,3
Uttar Pradesh,AGRA,2010,Kharif     ,Guar seed,187,156
Uttar Pradesh,AGRA,2010,Kharif     ,Jowar,192,190
Uttar Pradesh,AGRA,2010,Kharif     ,Maize,63,135
Uttar Pradesh,AGRA,2010,Kharif     ,Moong(Green Gram),72,34
Uttar Pradesh,AGRA,2010,Kharif     ,Rice,4342,9413
Uttar Pradesh,AGRA,2010,Kharif     ,Sesamum,2169,427
Uttar Pradesh,AGRA,2010,Kharif     ,Sugarcane,163,8297
Uttar Pradesh,AGRA,2010,Kharif     ,Sweet potato,181,2229
Uttar Pradesh,AGRA,2010,Kharif     ,Urad,275,185
Uttar Pradesh,AGRA,2010,Rabi       ,Barley,6143,20480
Uttar Pradesh,AGRA,2010,Rabi       ,Gram,1463,2845
Uttar Pradesh,AGRA,2010,Rabi       ,Masoor,554,488
Uttar Pradesh,AGRA,2010,Rabi       ,Onion,58,1068
Uttar Pradesh,AGRA,2010,Rabi       ,Peas & beans (Pulses),115,274
Uttar Pradesh,AGRA,2010,Rabi       ,Potato,63851,1690072
Uttar Pradesh,AGRA,2010,Rabi       ,Rapeseed &Mustard,51457,90358
Uttar Pradesh,AGRA,2010,Rabi       ,Wheat,138092,511421
Uttar Pradesh,AGRA,2010,Summer     ,Maize,45,66
Uttar Pradesh,AGRA,2010,Summer     ,Moong(Green Gram),327,224
Uttar Pradesh,AGRA,2010,Summer     ,Urad,5,4
Uttar Pradesh,AGRA,2011,Kharif     ,Arhar/Tur,948,835
Uttar Pradesh,AGRA,2011,Kharif     ,Bajra,141624,298933
Uttar Pradesh,AGRA,2011,Kharif     ,Cotton(lint),528,141
Uttar Pradesh,AGRA,2011,Kharif     ,Dry chillies,135,112
Uttar Pradesh,AGRA,2011,Kharif     ,Groundnut,3,3
Uttar Pradesh,AGRA,2011,Kharif     ,Guar seed,129,106
Uttar Pradesh,AGRA,2011,Kharif     ,Jowar,1244,959
Uttar Pradesh,AGRA,2011,Kharif     ,Maize,68,171
Uttar Pradesh,AGRA,2011,Kharif     ,Moong(Green Gram),123,52
Uttar Pradesh,AGRA,2011,Kharif     ,Rice,6724,16803
Uttar Pradesh,AGRA,2011,Kharif     ,Sesamum,2227,483
Uttar Pradesh,AGRA,2011,Kharif     ,Sugarcane,206,9780
Uttar Pradesh,AGRA,2011,Kharif     ,Sweet potato,122,1585
Uttar Pradesh,AGRA,2011,Kharif     ,Urad,244,163
Uttar Pradesh,AGRA,2011,Rabi       ,Barley,9814,32477
Uttar Pradesh,AGRA,2011,Rabi       ,Coriander,78,43
Uttar Pradesh,AGRA,2011,Rabi       ,Garlic,44,227
Uttar Pradesh,AGRA,2011,Rabi       ,Gram,754,1177
Uttar Pradesh,AGRA,2011,Rabi       ,Masoor,544,1049
Uttar Pradesh,AGRA,2011,Rabi       ,Onion,87,1990
Uttar Pradesh,AGRA,2011,Rabi       ,Peas & beans (Pulses),184,305
Uttar Pradesh,AGRA,2011,Rabi       ,Potato,60924,1431105
Uttar Pradesh,AGRA,2011,Rabi       ,Rapeseed &Mustard,53177,91051
Uttar Pradesh,AGRA,2011,Rabi       ,Wheat,134825,525413
Uttar Pradesh,AGRA,2011,Summer     ,Maize,341,564
Uttar Pradesh,AGRA,2011,Summer     ,Moong(Green Gram),196,134
Uttar Pradesh,AGRA,2011,Summer     ,Onion,65,759
Uttar Pradesh,AGRA,2011,Summer     ,Rice,30,75
Uttar Pradesh,AGRA,2011,Summer     ,Sunflower,2,3
Uttar Pradesh,AGRA,2011,Summer     ,Urad,4,5
Uttar Pradesh,AGRA,2012,Kharif     ,Arhar/Tur,884,995
Uttar Pradesh,AGRA,2012,Kharif     ,Bajra,115946,248945
Uttar Pradesh,AGRA,2012,Kharif     ,Cotton(lint),1072,287
Uttar Pradesh,AGRA,2012,Kharif     ,Dry chillies,695,558
Uttar Pradesh,AGRA,2012,Kharif     ,Groundnut,10,10
Uttar Pradesh,AGRA,2012,Kharif     ,Guar seed,175,142
