State_Name,District_Name,Latitude,Longitude,Crop_Year,Season,Crop,Area (hectare),Production (Tonnes),Rain,Rain_1,Rain_2,Rain_3,Rain_4,Rain_5,Humidity,Humidity_1,Humidity_2,Humidity_3,Humidity_4,Humidity_5,Sunlight,Sunlight_1,Sunlight_2,Sunlight_3,Sunlight_4,Sunlight_5,Temperature,Temperature_1,Temperature_2,Temperature_3,Temperature_4,Temperature_5,AESR_0,AESR_1,AESR_2,AESR_3,AESR,Crop_Yield_3,Crop_Yield_2,Crop_Yield_1,Crop_Yield
Uttar Pradesh,AGRA,27.1752554,78.0098161,1997,Kharif,Jowar,725,406.0,0.0229430124163627,0.0024931915,0.007095391,0.007941941,0.0030722916,0.0023401976,361.8787345886231,55.613194,76.42563,79.31751,74.71054,75.81186,70284106.0,18282588.0,12759956.0,12222897.0,13674243.0,13344422.0,1513.19140625,306.31964,304.26767,302.42267,302.65768,297.52374,0,0,0,1,4.1,0.0,0.0,0.0,0.56
Uttar Pradesh,AGRA,27.1752554,78.0098161,1998,Kharif,Jowar,1179,431.0,0.0263416841626167,0.003101755,0.008175395,0.009800501,0.0038871095,0.0013769232,358.6663398742676,50.656025,78.40428,81.06106,77.78433,70.76064,69073861.0,17139730.0,12560844.0,11506028.0,13854730.0,14012529.0,1519.706512451172,308.3756,303.76022,303.00888,303.18158,301.38022,0,0,0,1,4.1,0.0,0.0,0.0,0.3655640373197625
Uttar Pradesh,AGRA,27.1752554,78.0098161,1999,Kharif,Jowar,1242,979.0,0.0186411272734403,0.000670895,0.0065763537,0.004684929,0.0057320707,0.0009768791,338.8611755371094,47.89778,65.882675,74.80582,82.2094,68.065506,71239706.0,17732662.0,12950940.0,13599068.0,12449437.0,14507599.0,1519.74658203125,307.78586,305.4579,303.5982,301.92014,300.9845,0,0,0,1,4.1,0.0,0.0,0.0,0.788244766505636
Uttar Pradesh,AGRA,27.1752554,78.0098161,2000,Kharif,Jowar,1242,1018.0,0.0155031066387891,0.0012284629,0.008731829,0.004925184,0.0006176308,0.0,331.67786407470703,59.211655,78.32756,75.738846,65.53001,52.869797,72910143.0,16772999.0,11203636.0,13171046.0,16105570.0,15656892.0,1520.433837890625,306.65927,303.28662,303.3129,303.68723,303.48782,0,0,0,1,4.1,0.56,0.3655640373197625,0.788244766505636,0.8196457326892109
Uttar Pradesh,AGRA,27.1752554,78.0098161,2001,Kharif,Jowar,1062,823.0,0.0166998393833637,0.0039687045,0.00825699,0.0032536127,0.0008578859,0.00036264583,332.7296943664551,65.40874,80.7715,76.25981,55.907703,54.381943,73915859.0,16545782.0,12038685.0,14364699.0,16442840.0,14523853.0,1519.998504638672,305.44098,303.00842,303.52832,305.3208,302.69998,0,0,0,1,4.1,0.3655640373197625,0.788244766505636,0.8196457326892109,0.7749529190207156
Uttar Pradesh,AGRA,27.1752554,78.0098161,2002,Kharif,Jowar,672,667.0,0.0127243380993604,0.0012930594,0.00142112,0.0073447097,0.002601985,6.3464046e-05,304.6002998352051,49.42354,45.884476,79.088585,75.66089,54.542812,76161960.0,17845086.0,17106884.0,11903574.0,14177440.0,15128976.0,1524.4541015625,308.68942,308.6832,303.15576,301.87115,302.05457,0,0,0,1,4.1,0.788244766505636,0.8196457326892109,0.7749529190207156,0.9925595238095238
Uttar Pradesh,AGRA,27.1752554,78.0098161,2003,Kharif,Jowar,645,573.0,0.033498266711831,0.0028932355,0.011286214,0.009958025,0.009360792,0.0,356.552791595459,48.546196,81.37784,82.867714,85.60368,58.15736,65829834.0,17859984.0,11126430.0,11442705.0,9571125.0,15829590.0,1517.0313720703125,309.19418,302.81348,302.50812,300.9284,301.5872,0,0,0,1,4.1,0.8196457326892109,0.7749529190207156,0.9925595238095238,0.8883720930232558
Uttar Pradesh,AGRA,27.1752554,78.0098161,2004,Kharif,Jowar,4289,3237.0,0.0139867980033159,0.0011446029,0.0023458675,0.0074580368,0.0011638664,0.0018744245,321.7041435241699,54.41783,61.2163,81.84436,62.735874,61.489777,76507018.0,18353024.0,16015496.0,12152463.0,15931178.0,14054857.0,1519.7408142089844,306.7977,305.9729,302.39685,304.25922,300.31415,0,0,0,1,4.1,0.7749529190207156,0.9925595238095238,0.8883720930232558,0.7547213802751224
Uttar Pradesh,AGRA,27.1752554,78.0098161,2005,Kharif,Jowar,581,548.0,0.0317757036536932,0.009547781,0.014917204,0.0025521219,0.004741594,1.7002225e-05,322.89826583862305,41.908592,81.67483,69.4898,76.27961,53.545437,73958526.0,18118018.0,11944547.0,15188912.0,13119575.0,15587474.0,1521.9828186035156,309.4421,303.09967,304.44083,302.67993,302.32028,0,0,0,1,4.1,0.9925595238095238,0.8883720930232558,0.7547213802751224,0.9432013769363168
Uttar Pradesh,AGRA,27.1752554,78.0098161,2006,Kharif,Jowar,3380,3844.0,0.0147211570292711,0.004280355,0.006456228,0.0023141354,0.0014834478,0.00018699095,320.3243980407715,56.176228,76.13978,73.809685,62.93139,51.26732,74609025.0,17594504.0,12389839.0,14218752.0,15454394.0,14951536.0,1521.3934936523438,306.60184,303.88397,303.33157,304.08917,303.48694,0,0,0,1,4.1,0.8883720930232558,0.7547213802751224,0.9432013769363168,1.1372781065088755
Uttar Pradesh,AGRA,27.1752554,78.0098161,2007,Kharif,Jowar,108,67.0,0.0169570911675691,0.0023503974,0.0046214685,0.007139588,0.0028207041,2.4933368e-05,322.74853515625,53.07274,70.961105,76.90699,74.326935,47.480766,73093339.0,17179010.0,13711492.0,12243892.0,14130032.0,15828913.0,1522.548583984375,307.97992,304.80936,303.48114,303.27106,303.0071,0,0,0,1,4.1,0.7547213802751224,0.9432013769363168,1.1372781065088755,0.6203703703703703
Uttar Pradesh,AGRA,27.1752554,78.0098161,2008,Kharif,Jowar,182,180.0,0.0302299242466688,0.008831557,0.008686498,0.009488853,0.0031300858,9.293109e-05,374.9200668334961,75.48641,79.98449,82.47545,76.33653,60.637184,65887062.0,13091808.0,11933034.0,11167064.0,14407366.0,15287790.0,1515.80419921875,303.78604,303.4549,302.57535,303.0062,302.98172,0,0,0,1,4.1,0.9432013769363168,1.1372781065088755,0.6203703703703703,0.989010989010989
Uttar Pradesh,AGRA,27.1752554,78.0098161,2009,Kharif,Jowar,240,229.0,0.019815195351839,0.0007762909,0.004593134,0.0063553676,0.004735928,0.003354475,308.59598541259766,36.309196,70.54657,69.42545,73.3605,58.95427,75960815.0,19382104.0,14088720.0,13654603.0,14795430.0,14039958.0,1525.5050354003906,310.01453,304.9616,304.49646,303.93826,302.09418,0,0,0,1,4.1,1.1372781065088755,0.6203703703703703,0.989010989010989,0.9541666666666668
